n,k=1,k=2,k=3,k=4
34900.0,1.4190766146458687,1.4190572245727175,1.4189968147755019,1.4186915748898528
35e3,1.418534632263337,1.4192968434343158,1.4187846533607928,1.4186488289013304
35100.0,1.4189836074196167,1.4188638815829142,1.4189346030532608,1.4187695214726181
35200.0,1.4192735397830658,1.4185909229253642,1.4187148710199327,1.4189766282508147
35300.0,1.4198315899112703,1.4188615470111143,1.418519150727633,1.4188734015546565
35400.0,1.418373265580305,1.4189021543421252,1.4188266660435642,1.4189550546972252
35500.0,1.4192842903646719,1.4191579809547341,1.4185687903145878,1.4187198871003692
35600.0,1.418547028679558,1.4187630541852922,1.4183564238367412,1.4189136797327306
35700.0,1.4189198487480719,1.418876278947949,1.4187846940190942,1.41874605205344
35800.0,1.4188942449782151,1.4189634284862802,1.419249429271338,1.4187274336805595
35900.0,1.419104221645094,1.419147318026314,1.4192374550612714,1.4185170402883367
36e3,1.4187626973961638,1.41883704226228,1.41885715519655,1.4190459758189389
36100.0,1.4195087604040295,1.4188033346287001,1.4186491577819476,1.4186791655284692
36200.0,1.419748410001909,1.418706494430332,1.4183024097077863,1.4190733969642089
36300.0,1.4195389646304457,1.4189240301762884,1.4190352471979502,1.4187428340661852
36400.0,1.418558082515105,1.4189990560393622,1.4187651730080966,1.4187295914009335
36500.0,1.4184075498690902,1.4188845053681969,1.4190891027640902,1.4188001549188751
36600.0,1.418567513296157,1.418977620802675,1.4188615046358677,1.418123407161175
36700.0,1.4185939395968372,1.4193978021290616,1.419115680496985,1.4192854155600345
36800.0,1.4195904268820951,1.418826118532089,1.419016193713235,1.4188608533975873
36900.0,1.4192441220901821,1.4189386180986816,1.419381059656379,1.4191587495001614
37e3,1.4191156521505692,1.4184747640258222,1.418686986210564,1.4190388031269756
37100.0,1.4189460251668073,1.4187069532299708,1.4191324157482819,1.4189352946111888
37200.0,1.4188177617779791,1.4186837811580344,1.419008057377546,1.4188386567647517
37300.0,1.4192174287997963,1.418626587172663,1.4184352814138983,1.419039782757855
37400.0,1.4190249221903466,1.4188144282541884,1.4190446935497296,1.4187462489484801
37500.0,1.4190563397974323,1.4194379772274766,1.4187122111425554,1.4187831418767294
37600.0,1.4189275303782711,1.419398522800115,1.4188751554416956,1.4188414861457195
37700.0,1.4183801729039978,1.4190767256403876,1.4185127027197464,1.4184263975860285
37800.0,1.4185227948324541,1.4191615519766496,1.418831936806106,1.4187205724913803
37900.0,1.419285252515058,1.4189437898035775,1.418344726246097,1.4190562790518313
38e3,1.418976583838333,1.418835054112445,1.41897144439025,1.419175987974316
38100.0,1.419150890346961,1.4190990551438538,1.418771390078761,1.4185752404034242
38200.0,1.419009273763898,1.4187808378069278,1.4190388236905158,1.4188335835155506
38300.0,1.4191824734451364,1.4189832657880252,1.4188300207052154,1.4185079158616214
38400.0,1.4191258613517688,1.4188053129660523,1.4187851771240372,1.418484360285009
38500.0,1.4189517007625536,1.4190370065628968,1.4187967957385341,1.4185638412758006
38600.0,1.4190176360616438,1.4189140608694446,1.4189390341599755,1.4189684054310892
38700.0,1.4192264034996784,1.4189747464150257,1.418310847629424,1.4189202883451755
38800.0,1.4188336742265995,1.4188315600038157,1.419102608235742,1.418772298702719
38900.0,1.4190753719060447,1.4188404791752138,1.4187940132321266,1.4191821752452032
39e3,1.4188834002516082,1.4191103435564336,1.41923856603298,1.41925747916985
39100.0,1.419141552970614,1.4191191696801617,1.4188844423757943,1.4192552236498306
39200.0,1.4187711765437079,1.4190319311866024,1.4191195180768568,1.4190503736878661
39300.0,1.41829289994725,1.4190853320750656,1.4186699424353733,1.4190563518639598
39400.0,1.4192705680679472,1.4189700155593032,1.418995451026321,1.418936374323531
39500.0,1.4191306547240536,1.41866996051367,1.4189173321113115,1.4187535419136794
39600.0,1.4189656080973583,1.41858904542463,1.4188155635052973,1.4192251420961557
39700.0,1.419091235346506,1.4190640582397143,1.4193557977131002,1.4189713499494987
39800.0,1.4182984630957223,1.4184896236102096,1.4188694921703953,1.4188085513762236
39900.0,1.419176480485699,1.4190741369725066,1.4188580177447687,1.419076468838796
4e4,1.4191829784290315,1.4188077269951658,1.418653654321633,1.4186779473835325
40100.0,1.4183881188177498,1.4184457655339715,1.418983758343922,1.4187210427963353
40200.0,1.4195701194799468,1.4190766266612076,1.4188776895463662,1.418938461824233
40300.0,1.4188594203227631,1.4184594560081014,1.4186698339263977,1.4187688386604889
40400.0,1.4184008434052626,1.4190873072504468,1.4188030219485528,1.4188104577987644
40500.0,1.4180661094855844,1.4188366365848488,1.4187273408234966,1.4184421695704998
40600.0,1.4187270474043674,1.4188591773936012,1.4185336143794163,1.419077801036601
40700.0,1.4191793634230523,1.4188979988834565,1.4187645462795886,1.4190870410525815
40800.0,1.418853978583354,1.418861977392405,1.4191444502404884,1.419118006884279
40900.0,1.4185971050454567,1.4187580154684363,1.4187401921268035,1.419224983214126
41e3,1.4191709323508788,1.4190489981519185,1.4188011697226492,1.4190484198334585
41100.0,1.4187776643743568,1.4185468602369522,1.418911149355793,1.419039459090129
41200.0,1.4195923881338455,1.419175982942242,1.4189571017083376,1.4188671688004517
41300.0,1.418803596726642,1.4185541714513559,1.4190649312944343,1.4190959646813242
41400.0,1.4192482886762716,1.4190087019973712,1.418936271730562,1.4188676356872754
41500.0,1.4192914394449045,1.4193768892098624,1.4189854221569522,1.4187474683049466
41600.0,1.4193028705259585,1.419195042477944,1.4189857733041444,1.4189267601322295
41700.0,1.4188549415805172,1.4189796590192632,1.419148098485512,1.4187016356945863
41800.0,1.4190344973676867,1.4193211853456844,1.418866635528019,1.4190086842946659
41900.0,1.4185970042295233,1.4190655747553729,1.4185453939256845,1.4192748995459108
42e3,1.4189696662897644,1.4188000915194796,1.4187291443762369,1.418919525773908
42100.0,1.4185234925424326,1.4190691640763538,1.4189645004378697,1.418848755240462
42200.0,1.418983293708234,1.4191448732079779,1.4192817033326628,1.4188813587659763
42300.0,1.418205511728841,1.4186023575190083,1.4182565283602209,1.4187968204885741
42400.0,1.4190164545782764,1.4180917122118866,1.4191771530259663,1.4190464220487753
42500.0,1.4191709791862726,1.4190194136799898,1.418811179831478,1.418579562337962
42600.0,1.4191806196668828,1.418827746960727,1.4188208341599118,1.4187956007655962
42700.0,1.4196956445022002,1.4190219015602454,1.4186303645957363,1.4188469269536372
42800.0,1.4190146766546052,1.4186622634671664,1.4190269132694853,1.418996608273914
42900.0,1.4190926490685432,1.419270909060083,1.4185780754892794,1.4187305908255978
43e3,1.4191096404704182,1.4189558054558788,1.4190076169859258,1.4191303380229285
43100.0,1.4185611864920487,1.4195365894690184,1.419168028819702,1.4187694297650668
43200.0,1.4188188011765814,1.4185877485611893,1.4191728631720515,1.418771676311938
43300.0,1.4192636700577486,1.4191540429620026,1.4185788063256108,1.4190741812211753
43400.0,1.41823315638118,1.4189463661138166,1.4191482172633554,1.4187812868420207
43500.0,1.4185059038879877,1.4184169774794602,1.4185562913668064,1.418673494536299
43600.0,1.4187537019788359,1.41896692514169,1.41911698672401,1.418731520949951
43700.0,1.418960506967113,1.4192445134178269,1.4184127029848876,1.4188383211256148
43800.0,1.4188729294012778,1.4187846448627144,1.4192177873302336,1.4186136005621095
43900.0,1.4190722297322782,1.4189213544170292,1.4190275513011015,1.4190136399932711
44e3,1.4185214075094448,1.4190478786953853,1.4187371668512383,1.4189008123606468
44100.0,1.4189281681199095,1.4188551039178094,1.4189024984829484,1.4186413585637712
44200.0,1.4190051496423985,1.4187967840751468,1.4190446415860154,1.4188300604733102
44300.0,1.4192237287501615,1.4186577376837561,1.4190923576204741,1.4183317194112743
44400.0,1.4189762930234437,1.4190356259186194,1.4186769246565878,1.419134080199025
44500.0,1.4187131368921542,1.4193757803751097,1.4190508571739626,1.4183466369462767
44600.0,1.4192435435750597,1.4187836918211933,1.4193095170123529,1.4187115447128835
44700.0,1.418907216286912,1.4187061933630272,1.4189681661509528,1.418603655437116
44800.0,1.418347392246071,1.418343753279551,1.4190083561990723,1.4187729597948051
44900.0,1.4186188615661508,1.4187841527814642,1.4188143512217175,1.4188670965937669
45e3,1.4185852521835332,1.4186432001557228,1.4187675351180127,1.4190052339029977
45100.0,1.4187843884899314,1.4193633890717325,1.4187710112488836,1.4190176027656025
45200.0,1.4189013080140516,1.4190539480752793,1.4182291708950276,1.4189631609025557
45300.0,1.419044321125315,1.4188565907729995,1.4187404757571045,1.4189649606303114
45400.0,1.4184353856975422,1.4192789629519627,1.4189978077874053,1.4185987661682344
45500.0,1.4192622108445263,1.418881855710088,1.4190262368103024,1.4187493227974932
45600.0,1.4187212797570279,1.418917562794487,1.4187241705559421,1.419183489059432
45700.0,1.4192390423928891,1.4185150250912983,1.4191159531210016,1.4182300468609146
45800.0,1.4187796408145363,1.4186919911870983,1.4187962638490825,1.418870297326164
45900.0,1.418625706318821,1.4186618876304675,1.4193280670857655,1.418679420957619
46e3,1.4186158991603035,1.418953148230375,1.4187286608738652,1.418931124286941
46100.0,1.4192970060339698,1.418820829670312,1.41877723422687,1.4191348623683093
46200.0,1.4191763152383265,1.4188009926139824,1.4190313031581392,1.4189819317875743
46300.0,1.4187146404828495,1.4190127238190589,1.4186878099077584,1.4190084512381138
46400.0,1.419361959907093,1.4186963662032914,1.4187125240329292,1.4188243777225253
46500.0,1.4190692437638828,1.4186233767576082,1.4188720075522574,1.4185760867858135
46600.0,1.418824745861454,1.418848931592844,1.418878343043455,1.4189159216318823
46700.0,1.4185943076466492,1.4193681554309632,1.4188280577916441,1.4187568993903334
46800.0,1.4183995052379605,1.4193901039568955,1.4182648342874724,1.41894448540385
46900.0,1.4190649137049685,1.4187717173611312,1.4189689450431349,1.4190618558177268
47e3,1.4185925173386968,1.41874021447326,1.4187991441176615,1.4189889443512345
47100.0,1.4190496011907083,1.4188490713946391,1.418425112669155,1.4189780240387988
47200.0,1.4189462393818064,1.418879211899645,1.4184931780629768,1.4189213413222146
47300.0,1.4188105042153039,1.4188562243822889,1.4190430292064253,1.4191234394327807
47400.0,1.4189879122411684,1.4187830351856905,1.41883565762563,1.4187716876057628
47500.0,1.4195401651044885,1.4192664646587352,1.4188028594644404,1.4190028201613534
47600.0,1.4190607186433681,1.419120492853013,1.4191433416336612,1.419022281061211
47700.0,1.4192889790664567,1.418749429076778,1.4186850472701407,1.4188764216173817
47800.0,1.4182392298531903,1.4190641119105827,1.4187832458185419,1.4189715912737628
47900.0,1.4193610291489924,1.4190082664860224,1.4185055627567424,1.4191086141358245
48e3,1.4193578139684113,1.4193162033319584,1.418820409568344,1.419086617692548
48100.0,1.4187930177919343,1.4186220706554948,1.4187814256688183,1.4190785045347363
48200.0,1.4191295141058051,1.4187603859108688,1.4184056129014928,1.4189152344358364
48300.0,1.418564045974064,1.418713148520005,1.4191241026988723,1.4190199981714833
48400.0,1.4194700459472045,1.4189760805568097,1.418745090285682,1.4188661680500343
48500.0,1.4189974313798153,1.4188987457289939,1.4194203339875744,1.418692187838187
48600.0,1.4192594882974932,1.4191787483941056,1.418421492515925,1.418695974022034
48700.0,1.4180036442152768,1.4188761025828898,1.418378926612763,1.4187321242775754
48800.0,1.419014186223265,1.4189406263469835,1.4191627171348422,1.4187540014757423
48900.0,1.4189404195910453,1.418655181239876,1.4189290304640054,1.4187081094530014
49e3,1.4191107142075055,1.4189006834797497,1.418747092536488,1.419175843134825
49100.0,1.4192397428449763,1.4189328092443683,1.418519519153735,1.419214514330922
49200.0,1.4190499413819835,1.4190531326626854,1.4188414600613346,1.4188501538470393
49300.0,1.4191986776444439,1.4186738407838904,1.4189338661532465,1.4191408322285028
49400.0,1.418411767887307,1.418935825042754,1.4192251504471922,1.418944936606802
49500.0,1.419577232261448,1.4192387588359856,1.4188886009005368,1.419159257774858
49600.0,1.4187159641798666,1.4187618846169654,1.4192714736760976,1.4192904983941657
49700.0,1.4193263475478881,1.4188705405731137,1.4187625302624878,1.419046737140145
49800.0,1.418311068252846,1.4188025174365582,1.4188348918375813,1.4188815562383592
49900.0,1.4187189564831393,1.419014051211863,1.4189511750175257,1.418714674705976
5e4,1.4193813677618758,1.4193017299400583,1.4187107255824742,1.4190581163568747
